,Name,Team,Pos,Injury / Surgery Date,Injury / Surgery,Status,IL Retro Date,Eligible to Return,Return Date,Latest Update
1287,Cody Bradford,TEX,SP,04/10/24,Strained lower back,15-Day IL,04/11/24,04/26/24,,No timetable for return
1288,Christian Yelich,MIL,OF,04/12/24,Strained lower back,10-Day IL,04/13/24,04/23/24,,No timetable for return
1289,Kris Bryant,COL,1B/OF,04/13/24,Strained lower back,10-Day IL,04/14/24,04/24/24,,No timetable for return
1290,Aledmys Díaz,OAK,INF/OF,02/26/24,Strained calf,60-Day IL,03/25/24,05/24/24,,No timetable for return
1291,Nick Lodolo,CIN,SP,03/16/24,Calf tenosynovitis,Activated,03/25/24,04/09/24,04/13/24,Activated
1292,Josh Staumont,MIN,RP,03/25/24,Strained calf,15-Day IL,03/26/24,04/10/24,,Rehab assignment (4/9)
1293,John Brebbia,CHW,RP,04/05/24,Strained calf,15-Day IL,04/06/24,04/21/24,,No timetable for return
1294,Carson Coleman,TEX,RP,Apr '23,Elbow surgery,60-Day IL,03/28/24,05/27/24,,No timetable for return
1295,Penn Murfee,HOU,RP,Jun '23,Elbow surgery (UCL),60-Day IL,03/25/24,05/24/24,,No timetable for return
1296,Lance McCullers Jr.,HOU,SP,06/13/23,Elbow surgery (flexor tendon/bone spur),60-Day IL,03/28/24,05/27/24,,No timetable for return
1297,Drew Rasmussen,TBR,SP,Jul '23,Elbow surgery (internal brace),60-Day IL,03/28/24,05/27/24,,Expected to miss at least 12 months
1298,Ken Waldichuk,OAK,SP,10/17/23,Elbow/Flexor tendon surgery (Tenex procedure),60-Day IL,03/28/24,05/27/24,,No timetable for return
1299,Endy Rodríguez,PIT,C,12/12/23,Elbow/Flexor tendon surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1300,Kyle Bradish,BAL,SP,Jan '24,Sprained elbow,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/16)
1301,Matt Brash,SEA,RP,02/20/24,Elbow inflammation,15-Day IL,03/25/24,04/09/24,,No timetable for return
1302,Josh Simpson,MIA,RP,02/27/24,Elbow ulnar neuritis,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/6)
1303,Sean Hjelle,SFG,SP,02/28/24,Strained elbow,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/5)
1304,Trevor Stephan,CLE,RP,Mar '24,Elbow surgery (UCL),60-Day IL,03/25/24,05/24/24,,Questionable for 2024 season
1305,Gerrit Cole,NYY,SP,03/01/24,Elbow inflammation,60-Day IL,03/28/24,05/27/24,,Expected to miss at least 10-12 weeks
1306,Gavin Williams,CLE,SP,03/10/24,Elbow inflammation,15-Day IL,03/25/24,04/09/24,,No timetable for return
1307,Jordan Romano,TOR,RP,03/10/24,Elbow inflammation,Activated,03/25/24,04/09/24,04/16/24,Activated
1308,Lucas Giolito,BOS,SP,03/12/24,Elbow surgery (internal brace),60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1309,Carmen Mlodzinski,PIT,RP,03/13/24,Elbow inflammation,Activated,03/25/24,04/09/24,04/10/24,Activated
1310,Luis Patiño,SDP,RP,03/13/24,Elbow inflammation,15-Day IL,03/17/24,04/07/24,,No timetable for return
1311,Oliver Ortega,HOU,RP,03/21/24,Elbow surgery (loose body removal),60-Day IL,03/25/24,05/24/24,,Expected to miss 3-4 months
1312,Bryan Woo,SEA,SP,03/23/24,Elbow inflammation,15-Day IL,03/25/24,04/09/24,,No timetable for return
1313,Anthony DeSclafani,MIN,SP,03/29/24,Elbow/Flexor tendon surgery,60-Day IL,03/25/24,05/24/24,,Out for 2024 season
1314,Framber Valdez,HOU,SP,04/02/24,Elbow inflammation,15-Day IL,04/06/24,04/21/24,,No timetable for return
1315,Nick Pivetta,BOS,SP,04/03/24,Strained elbow flexor,15-Day IL,04/06/24,04/21/24,,No timetable for return
1316,Jonathan Loáisiga,NYY,RP,04/03/24,Torn elbow ligament (UCL),60-Day IL,04/04/24,06/03/24,,Out for 2024 season
1317,Josiah Gray,WSN,SP,04/04/24,Strained elbow flexor,15-Day IL,04/06/24,04/21/24,,No timetable for return
1318,Chase Silseth,LAA,SP,04/07/24,Elbow inflammation,15-Day IL,04/08/24,04/23/24,,No timetable for return
1319,Spencer Strider,ATL,SP,04/12/24,Elbow surgery (internal brace),15-Day IL,04/06/24,04/21/24,,Out for 2024 season
1320,Tyler Wells,BAL,SP,04/12/24,Elbow inflammation,15-Day IL,04/13/24,04/28/24,,No timetable for return
1321,Tejay Antone,CIN,RP,04/12/24,Elbow surgery (UCL/flexor tendon repair),15-Day IL,04/08/24,04/23/24,,Out for 2024 season
1322,Robert Stephenson,LAA,RP,04/13/24,Elbow discomfort,15-Day IL,03/25/24,04/09/24,,Out for 2024 season
1323,Lance McCullers Jr.,HOU,SP,06/13/23,Elbow surgery (flexor tendon/bone spur),60-Day IL,03/28/24,05/27/24,,No timetable for return
1324,John Means,BAL,SP,Oct '23,Strained forearm,15-Day IL,03/25/24,04/09/24,,Rehab assignment (3/31)
1325,Ken Waldichuk,OAK,SP,10/17/23,Elbow/Flexor tendon surgery (Tenex procedure),60-Day IL,03/28/24,05/27/24,,No timetable for return
1326,Endy Rodríguez,PIT,C,12/12/23,Elbow/Flexor tendon surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1327,Ian Gibaut,CIN,RP,Feb '24,Strained forearm,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/5)
1328,Shawn Dubin,HOU,SP,Feb '24,Strained forearm,Activated,03/25/24,04/09/24,04/13/24,Activated
1329,Emmet Sheehan,LAD,SP,Feb '24,Forearm inflammation/shoulder soreness,60-Day IL,03/17/24,05/22/24,,No timetable for return
1330,Orion Kerkering,PHI,RP,03/01/24,Strained forearm,Activated,03/25/24,04/09/24,04/14/24,Activated
1331,Keynan Middleton,STL,RP,03/07/24,Strained forearm,15-Day IL,03/25/24,04/09/24,,No timetable for return
1332,Erik Swanson,TOR,RP,03/13/24,Forearm inflammation,Activated,03/25/24,04/09/24,04/16/24,Activated
1333,José Urquidy,HOU,SP,03/15/24,Strained forearm,15-Day IL,03/25/24,04/09/24,,No timetable for return
1334,Riley O'Brien,STL,RP,03/28/24,Strained forearm flexor,15-Day IL,03/29/24,04/13/24,,No timetable for return
1335,Anthony DeSclafani,MIN,SP,03/29/24,Elbow/Flexor tendon surgery,60-Day IL,03/25/24,05/24/24,,Out for 2024 season
1336,Daniel Bard,COL,RP,Apr '24,Flexor tendon surgery,15-Day IL,03/25/24,04/09/24,,Out for 2024 season
1337,Nick Pivetta,BOS,SP,04/03/24,Strained elbow flexor,15-Day IL,04/06/24,04/21/24,,No timetable for return
1338,Josiah Gray,WSN,SP,04/04/24,Strained elbow flexor,15-Day IL,04/06/24,04/21/24,,No timetable for return
1339,Luis Robert Jr.,CHW,OF,04/05/24,Strained hip flexor,10-Day IL,04/06/24,04/16/24,,Expected to miss at least 6-8 weeks
1340,Tejay Antone,CIN,RP,04/12/24,Elbow surgery (UCL/flexor tendon repair),15-Day IL,04/08/24,04/23/24,,Out for 2024 season
1341,Marco Gonzales,PIT,SP,04/13/24,Strained forearm,15-Day IL,04/14/24,04/29/24,,No timetable for return
1342,Xavier Edwards,MIA,INF/OF,03/05/24,Foot infection,10-Day IL,03/25/24,04/04/24,,No timetable for return
1343,DJ LeMahieu,NYY,INF,03/16/24,Fractured foot (non-displaced),10-Day IL,03/25/24,04/04/24,,No timetable for return
1344,Sawyer Gipson-Long,DET,SP,Feb '24,Strained groin,15-Day IL,03/25/24,04/09/24,,No timetable for return
1345,Eloy Jiménez,CHW,OF,03/31/24,Strained groin,Activated,04/02/24,04/12/24,04/15/24,Activated
1346,Yoán Moncada,CHW,3B,04/09/24,Strained groin,60-Day IL,04/10/24,06/09/24,,Likely out until at least mid-July
1347,Jon Berti,NYY,INF/OF,04/10/24,Strained groin,10-Day IL,04/11/24,04/21/24,,No timetable for return
1348,J.D. Davis,OAK,3B/1B,04/14/24,Strained groin,10-Day IL,04/15/24,04/25/24,,No timetable for return
1349,Caleb Thielbar,MIN,RP,Feb '24,Strained hamstring,Activated,03/25/24,04/09/24,04/14/24,Activated
1350,Bryan Mata,BOS,RP,02/24/24,Strained hamstring,15-Day IL,03/25/24,04/09/24,,No timetable for return
1351,Max Kranick,NYM,SP,02/26/24,Strained hamstring,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/7)
1352,Vaughn Grissom,BOS,INF,03/01/24,Strained hamstring,10-Day IL,03/25/24,04/04/24,,Rehab assignment (4/12)
1353,Sonny Gray,STL,SP,03/04/24,Strained hamstring,Activated,03/25/24,04/09/24,04/09/24,Activated
1354,Jake Brentz,KCR,RP,03/09/24,Strained hamstring,15-Day IL,03/25/24,04/09/24,,Out at least 6 weeks
1355,Justin Steele,CHC,SP,03/28/24,Strained hamstring,15-Day IL,03/29/24,04/13/24,,Out at least 1 month
1356,Alek Thomas,ARI,OF,03/31/24,Strained hamstring,10-Day IL,04/01/24,04/11/24,,No timetable for return
1357,Victor Robles,WSN,OF,04/03/24,Strained hamstring,10-Day IL,04/04/24,04/14/24,,No timetable for return
1358,Andy Ibáñez,DET,INF/OF,04/07/24,Strained hamstring,10-Day IL,04/08/24,04/18/24,,No timetable for return
1359,Ben Lively,CLE,SP,Mar '24,Viral illness,Activated,03/25/24,04/09/24,04/17/24,Activated
1360,Xzavion Curry,CLE,SP,Mar '24,Viral illness,Activated,03/25/24,04/09/24,04/15/24,Activated
1361,Colin Holderman,PIT,RP,Mar '24,Illness,Activated,03/25/24,04/09/24,04/11/24,Activated
1362,Tucupita Marcano,SDP,INF/OF,08/09/23,Knee surgery (torn ACL),10-Day IL,03/17/24,04/02/24,,No timetable for return
1363,Sean Newcomb,OAK,SP,12/20/23,Arthroscopic knee surgery,60-Day IL,03/25/24,05/24/24,,No timetable for return
1364,Ronny Mauricio,NYM,INF,01/02/24,Knee surgery (torn ACL),60-Day IL,03/28/24,05/27/24,,Out 8-12 months
1365,McKinley Moore,NYY,RP,Feb '24,Knee bursitis,Activated,03/25/24,04/09/24,04/13/24,Activated
1366,Luis Medina,OAK,SP,03/04/24,Sprained knee,60-Day IL,03/25/24,05/24/24,,No timetable for return
1367,Justin Topa,MIN,RP,03/15/24,Patellar tendinitis (left knee),15-Day IL,03/25/24,04/09/24,,No timetable for return
1368,Miguel Andujar,OAK,OF/INF,03/27/24,Knee surgery (lateral meniscectomy),10-Day IL,03/25/24,04/04/24,,Expected to miss 4-6 weeks
1369,Taylor Clarke,MIL,RP,03/30/24,Knee surgery (torn meniscus),15-Day IL,03/25/24,04/09/24,,Likely out until late May
1370,Jason Delay,PIT,C,03/31/24,Knee inflammation,10-Day IL,04/01/24,04/11/24,,No timetable for return
1371,Geraldo Perdomo,ARI,SS,04/03/24,Torn knee meniscus,10-Day IL,04/04/24,04/14/24,,Expected to miss at least 1 month
1372,Max Kepler,MIN,OF,04/06/24,Knee contusion,10-Day IL,04/07/24,04/22/24,,Rehab assignment (4/18)
1373,Collin Snider,SEA,RP,04/07/24,Knee contusion,15-Day IL,04/08/24,04/23/24,,No timetable for return
1374,Jonathan Hernández,TEX,RP,10/01/23,Strained lat,15-Day IL,03/25/24,04/09/24,,No timetable for return
1375,Gregory Santos,SEA,RP,03/11/24,Strained lat,15-Day IL,03/25/24,04/09/24,,No timetable for return
1376,Eduardo Rodriguez,ARI,SP,03/19/24,Strained lat,60-Day IL,03/25/24,05/24/24,,No timetable for return
1377,Miguel Andujar,OAK,OF/INF,03/27/24,Knee surgery (lateral meniscectomy),10-Day IL,03/25/24,04/04/24,,Expected to miss 4-6 weeks
1378,Walker Buehler,LAD,SP,08/23/22,Tommy John surgery,15-Day IL,03/17/24,04/07/24,,Rehab assignment (3/31)
1379,Shane Baz,TBR,SP,09/28/22,Tommy John surgery,15-Day IL,03/25/24,04/09/24,,No timetable for return
1380,Lucas Gilbreath,COL,RP,03/14/23,Tommy John surgery,15-Day IL,03/25/24,04/09/24,,No timetable for return
1381,Cade Cavalli,WSN,SP,03/22/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1382,Matt Foster,CHW,RP,Apr '23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1383,Carson Coleman,TEX,RP,Apr '23,Elbow surgery,60-Day IL,03/28/24,05/27/24,,No timetable for return
1384,JT Brubaker,NYY,SP,04/12/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1385,Jeffrey Springs,TBR,SP,04/24/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1386,Kris Bubic,KCR,SP,04/26/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1387,Lou Trivino,NYY,RP,05/03/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1388,Robbie Ray,SFG,SP,05/03/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1389,Germán Márquez,COL,SP,05/12/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1390,José Quijada,LAA,RP,05/17/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,No timetable for return
1391,Austin Warren,SFG,RP,05/17/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1392,Luis Garcia,HOU,SP,05/19/23,Tommy John surgery,60-Day IL,03/25/24,05/24/24,,Questionable for 2024 season
1393,Tyler Mahle,TEX,SP,05/22/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1394,Penn Murfee,HOU,RP,Jun '23,Elbow surgery (UCL),60-Day IL,03/25/24,05/24/24,,No timetable for return
1395,Jacob deGrom,TEX,SP,06/12/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1396,Lance McCullers Jr.,HOU,SP,06/13/23,Elbow surgery (flexor tendon/bone spur),60-Day IL,03/28/24,05/27/24,,No timetable for return
1397,Drew Rasmussen,TBR,SP,Jul '23,Elbow surgery (internal brace),60-Day IL,03/28/24,05/27/24,,Expected to miss at least 12 months
1398,Dustin May,LAD,SP,07/18/23,Tommy John revision surgery,60-Day IL,03/20/24,05/19/24,,Questionable for 2024 season
1399,Antonio Senzatela,COL,SP,07/26/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1400,Liam Hendriks,BOS,RP,08/02/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1401,Tucupita Marcano,SDP,INF/OF,08/09/23,Knee surgery (torn ACL),10-Day IL,03/17/24,04/02/24,,No timetable for return
1402,Shane McClanahan,TBR,SP,08/21/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1403,Stone Garrett,WSN,OF,08/23/23,Fractured leg (fibula),10-Day IL,03/25/24,04/04/24,,Rehab assignment (4/13)
1404,Freddy Tarnok,OAK,SP,08/30/23,Hip surgery,15-Day IL,03/25/24,04/09/24,,No timetable for return
1405,Sam Bachman,LAA,SP,Sep '23,Arthroscopic shoulder surgery,60-Day IL,03/28/24,05/27/24,,No timetable for return
1406,Tony Gonsolin,LAD,SP,09/01/23,Tommy John surgery,60-Day IL,03/20/24,05/19/24,,Questionable for 2024 season
1407,Josh Winder,MIN,RP,Sep '23,Shoulder discomfort (scapular stress fracture),60-Day IL,03/28/24,05/27/24,,No timetable for return
1408,Tommy Kahnle,NYY,RP,09/20/23,Shoulder inflammation,15-Day IL,03/25/24,04/09/24,,No timetable for return
1409,Jasson Domínguez,NYY,OF,09/20/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Expected to miss 9-10 months
1410,Drey Jameson,ARI,RP,09/27/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1411,John Means,BAL,SP,Oct '23,Strained forearm,15-Day IL,03/25/24,04/09/24,,Rehab assignment (3/31)
1412,Tommy Edman,STL,OF/INF,Oct '23,Arthroscopic wrist surgery,10-Day IL,03/25/24,04/04/24,,No timetable for return
1413,Jonathan Hernández,TEX,RP,10/01/23,Strained lat,15-Day IL,03/25/24,04/09/24,,No timetable for return
1414,Angel Perdomo,ATL,RP,10/06/23,Tommy John surgery,15-Day IL,03/25/24,04/09/24,,Out for 2024 season
1415,Sandy Alcantara,MIA,SP,10/06/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1416,Félix Bautista,BAL,RP,10/09/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1417,Kyle Wright,KCR,SP,10/11/23,Shoulder surgery (torn capsule),60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1418,Brandon Woodruff,MIL,SP,10/13/23,Shoulder surgery (anterior capsule repair),60-Day IL,03/28/24,05/27/24,,Questionable for 2024 season
1419,Ken Waldichuk,OAK,SP,10/17/23,Elbow/Flexor tendon surgery (Tenex procedure),60-Day IL,03/28/24,05/27/24,,No timetable for return
1420,Taylor Walls,TBR,INF,10/30/23,Hip surgery (labrum repair),10-Day IL,03/25/24,04/04/24,,No timetable for return
1421,Alex Cobb,SFG,SP,10/31/23,Hip surgery (labrum repair),15-Day IL,03/25/24,04/09/24,,Out at least 6 months
1422,Clayton Kershaw,LAD,SP,11/03/23,Shoulder surgery (glenohumeral ligaments and capsu,60-Day IL,03/20/24,05/19/24,,Out for at least 1st half
1423,David Peterson,NYM,SP,11/06/23,Hip surgery (labrum repair),60-Day IL,03/28/24,05/27/24,,Expected to miss 6-7 months
1424,Scott Effross,NYY,RP,Dec '23,Back surgery,60-Day IL,03/28/24,05/27/24,,Out until at least June
1425,Johan Oviedo,PIT,SP,12/06/23,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1426,Endy Rodríguez,PIT,C,12/12/23,Elbow/Flexor tendon surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1427,Max Scherzer,TEX,SP,12/14/23,Back surgery (herniated disc),15-Day IL,03/25/24,04/09/24,,Out until at least June
1428,Sean Newcomb,OAK,SP,12/20/23,Arthroscopic knee surgery,60-Day IL,03/25/24,05/24/24,,No timetable for return
1429,Randal Grichuk,ARI,OF,Jan '24,Ankle procedure (bone spur removal),Activated,03/25/24,04/04/24,04/05/24,Activated
1430,Kyle Bradish,BAL,SP,Jan '24,Sprained elbow,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/16)
1431,Kendall Graveman,HOU,RP,Jan '24,Shoulder surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1432,Ronny Mauricio,NYM,INF,01/02/24,Knee surgery (torn ACL),60-Day IL,03/28/24,05/27/24,,Out 8-12 months
1433,Sam Moll,CIN,RP,Feb '24,Shoulder impingement,15-Day IL,03/25/24,04/09/24,,Rehab assignment (3/29)
1434,Alex Young,CIN,RP,Feb '24,Back tightness,15-Day IL,03/25/24,04/09/24,,No timetable for return
1435,Ian Gibaut,CIN,RP,Feb '24,Strained forearm,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/5)
1436,James Karinchak,CLE,RP,Feb '24,Shoulder inflammation,60-Day IL,03/25/24,05/24/24,,No timetable for return
1437,Sawyer Gipson-Long,DET,SP,Feb '24,Strained groin,15-Day IL,03/25/24,04/09/24,,No timetable for return
1438,Justin Verlander,HOU,SP,Feb '24,Shoulder inflammation,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/7)
1439,Shawn Dubin,HOU,SP,Feb '24,Strained forearm,Activated,03/25/24,04/09/24,04/13/24,Activated
1440,Carlos Hernández,KCR,RP,Feb '24,Shoulder soreness,15-Day IL,03/25/24,04/09/24,,No timetable for return
1441,Emmet Sheehan,LAD,SP,Feb '24,Forearm inflammation/shoulder soreness,60-Day IL,03/17/24,05/22/24,,No timetable for return
1442,JT Chargois,MIA,RP,Feb '24,Neck spasms,15-Day IL,03/25/24,04/09/24,,No timetable for return
1443,Braxton Garrett,MIA,SP,Feb '24,Shoulder impingement,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/7)
1444,Wade Miley,MIL,SP,Feb '24,Shoulder impingement,Activated,03/25/24,04/09/24,04/10/24,Activated
1445,Caleb Thielbar,MIN,RP,Feb '24,Strained hamstring,Activated,03/25/24,04/09/24,04/14/24,Activated
1446,Zack Weiss,MIN,RP,Feb '24,Strained shoulder (teres major),60-Day IL,03/25/24,05/24/24,,No timetable for return
1447,McKinley Moore,NYY,RP,Feb '24,Knee bursitis,Activated,03/25/24,04/09/24,04/13/24,Activated
1448,Glenn Otto,SDP,SP,Feb '24,Strained shoulder (teres major),15-Day IL,03/17/24,04/07/24,,No timetable for return
1449,Eduard Bazardo,SEA,RP,Feb '24,Strained shoulder (rotator cuff),15-Day IL,03/25/24,04/09/24,,No timetable for return
1450,Matt Brash,SEA,RP,02/20/24,Elbow inflammation,15-Day IL,03/25/24,04/09/24,,No timetable for return
1451,Kodai Senga,NYM,SP,02/21/24,Strained shoulder (posterior capsule),60-Day IL,03/25/24,05/24/24,,No timetable for return
1452,Shane Drohan,CHW,SP,02/22/24,Shoulder surgery (nerve decompression),60-Day IL,03/25/24,05/24/24,,No timetable for return
1453,Bryan Mata,BOS,RP,02/24/24,Strained hamstring,15-Day IL,03/25/24,04/09/24,,No timetable for return
1454,Michael Stefanic,LAA,INF,02/24/24,Strained quad,10-Day IL,03/25/24,04/04/24,,No timetable for return
1455,Jimmy Lambert,CHW,RP,02/25/24,Strained shoulder (rotator cuff),60-Day IL,03/28/24,05/27/24,,No timetable for return
1456,Max Kranick,NYM,SP,02/26/24,Strained hamstring,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/7)
1457,Aledmys Díaz,OAK,INF/OF,02/26/24,Strained calf,60-Day IL,03/25/24,05/24/24,,No timetable for return
1458,Josh Simpson,MIA,RP,02/27/24,Elbow ulnar neuritis,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/6)
1459,Alek Manoah,TOR,SP,02/27/24,Shoulder inflammation,15-Day IL,03/25/24,04/09/24,,No timetable for return
1460,Sean Hjelle,SFG,SP,02/28/24,Strained elbow,15-Day IL,03/25/24,04/09/24,,Rehab assignment (4/5)
1461,Vaughn Grissom,BOS,INF,03/01/24,Strained hamstring,10-Day IL,03/25/24,04/04/24,,Rehab assignment (4/12)
1462,Jesse Scholtens,CHW,SP,03/01/24,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1463,Ben Lively,CLE,SP,Mar '24,Viral illness,Activated,03/25/24,04/09/24,04/17/24,Activated
1464,Trevor Stephan,CLE,RP,Mar '24,Elbow surgery (UCL),60-Day IL,03/25/24,05/24/24,,Questionable for 2024 season
1465,Xzavion Curry,CLE,SP,Mar '24,Viral illness,Activated,03/25/24,04/09/24,04/15/24,Activated
1466,Gerrit Cole,NYY,SP,03/01/24,Elbow inflammation,60-Day IL,03/28/24,05/27/24,,Expected to miss at least 10-12 weeks
1467,Dylan Covey,PHI,RP,03/01/24,Strained shoulder,15-Day IL,03/25/24,04/09/24,,No timetable for return
1468,Michael Rucker,PHI,RP,03/01/24,Finger numbness,15-Day IL,03/25/24,04/09/24,,No timetable for return
1469,Orion Kerkering,PHI,RP,03/01/24,Strained forearm,Activated,03/25/24,04/09/24,04/14/24,Activated
1470,Yasmani Grandal,PIT,C,Mar '24,Plantar fascitis,10-Day IL,03/25/24,04/04/24,,Rehab assignment (4/16)
1471,Colin Holderman,PIT,RP,Mar '24,Illness,Activated,03/25/24,04/09/24,04/11/24,Activated
1472,Sam Haggerty,SEA,INF/OF,Mar '24,Medical procedure,Activated,03/25/24,04/04/24,04/17/24,Activated
1473,Michael Lorenzen,TEX,SP,Mar '24,Strained neck,Activated,03/25/24,04/09/24,04/15/24,Activated
1474,Mason Thompson,WSN,RP,03/01/24,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1475,Jose A. Ferrer,WSN,RP,Mar '24,Strained upper back,60-Day IL,03/28/24,05/27/24,,No timetable for return
1476,Brusdar Graterol,LAD,RP,03/02/24,Shoulder inflammation,60-Day IL,03/17/24,05/22/24,,No timetable for return
